Моделирование погоды - Марковский процесс с непрерывным временем
Дата экспорта: 29.05.2026 03:49:15
Всего дней: 5000
Общее время моделирования: 5000,00 дней
Начальное состояние: Облачно
Seed генератора: 42

=== МАТРИЦА ИНТЕНСИВНОСТЕЙ (ГЕНЕРАТОР Q) ===
Из\В;Ясно;Облачно;Пасмурно;Интенсивность выхода
Ясно;-0,4;0,3;0,1;0,4
Облачно;0,4;-0,8;0,4;0,8
Пасмурно;0,1;0,4;-0,5;0,5

=== СТАЦИОНАРНЫЕ РАСПРЕДЕЛЕНИЯ ===
Состояние;Время (дни);Эмпирическая вероятность;Теоретическая вероятность;Абсолютная ошибка;Относительная ошибка
Ясно;1917,6791;0,383536;0,381000;0,002536;0,006656
Облачно;1470,5211;0,294104;0,301500;0,007396;0,024530
Пасмурно;1611,7999;0,322360;0,317500;0,004860;0,015307

=== ХАРАКТЕРИСТИКИ ВРЕМЕНИ ПРЕБЫВАНИЯ ===
Состояние;Интенсивность λ;Количество переходов;Среднее (эмп);Среднее (теор);Дисперсия (эмп);Дисперсия (теор)
Ясно;0,4;740;2,587568;2,500000;6,335628;6,250000
Облачно;0,8;1154;1,274282;1,250000;1,720535;1,562500
Пасмурно;0,5;802;2,009726;2,000000;4,046947;4,000000

=== ИСТОРИЯ ВЕРОЯТНОСТЕЙ ПО ДНЯМ ===
День-Время;Ясно;Облачно;Пасмурно
[День 3703. 23:59];0,380297;0,289558;0,330144
[День 3704. 20:09];0,380211;0,289720;0,330069
[День 3704. 23:59];0,380238;0,289707;0,330055
[День 3705. 23:59];0,380405;0,289629;0,329966
[День 3706. 12:15];0,380490;0,289589;0,329921
[День 3706. 23:45];0,380441;0,289681;0,329878
[День 3706. 23:59];0,380440;0,289680;0,329880
[День 3707. 13:15];0,380383;0,289637;0,329980
[День 3707. 23:59];0,380338;0,289723;0,329940
[День 3708. 20:01];0,380252;0,289882;0,329866
[День 3708. 23:59];0,380235;0,289869;0,329896
[День 3709. 23:59];0,380133;0,289791;0,330076
[День 3710. 23:59];0,380030;0,289713;0,330257
[День 3711. 03:05];0,380017;0,289703;0,330280
[День 3711. 15:17];0,379965;0,289800;0,330235
[День 3711. 23:59];0,379928;0,289772;0,330300
[День 3712. 23:59];0,379825;0,289694;0,330481
[День 3713. 23:59];0,379723;0,289616;0,330661
[День 3714. 05:34];0,379699;0,289598;0,330703
[День 3714. 06:21];0,379696;0,289604;0,330700
[День 3714. 23:59];0,379621;0,289547;0,330832
[День 3715. 23:59];0,379519;0,289469;0,331012
[День 3716. 01:17];0,379513;0,289465;0,331022
[День 3716. 23:59];0,379671;0,289391;0,330938
[День 3717. 23:59];0,379838;0,289313;0,330849
[День 3718. 01:27];0,379848;0,289308;0,330843
[День 3718. 04:04];0,379837;0,289300;0,330863
[День 3718. 12:58];0,379799;0,289371;0,330830
[День 3718. 23:59];0,379876;0,289335;0,330789
[День 3719. 10:47];0,379951;0,289300;0,330749
[День 3719. 23:59];0,379895;0,289405;0,330700
[День 3720. 23:36];0,379794;0,289593;0,330613
[День 3720. 23:59];0,379797;0,289592;0,330611
[День 3721. 01:14];0,379805;0,289588;0,330607
[День 3721. 13:24];0,379754;0,289548;0,330698
[День 3721. 23:59];0,379709;0,289633;0,330659
[День 3722. 23:59];0,379607;0,289823;0,330570
[День 3723. 21:52];0,379514;0,289997;0,330489
[День 3723. 23:59];0,379505;0,289990;0,330505
[День 3724. 05:20];0,379482;0,289973;0,330545
[День 3724. 23:59];0,379403;0,290121;0,330476
[День 3725. 23:59];0,379301;0,290312;0,330387
[День 3726. 23:59];0,379199;0,290502;0,330299
[День 3727. 10:13];0,379156;0,290583;0,330261
[День 3727. 23:59];0,379251;0,290539;0,330210
[День 3728. 23:59];0,379418;0,290461;0,330121
[День 3729. 23:59];0,379584;0,290383;0,330033
[День 3730. 23:59];0,379751;0,290305;0,329944
[День 3731. 23:59];0,379917;0,290227;0,329856
[День 3732. 23:59];0,380083;0,290149;0,329768
[День 3733. 23:59];0,380249;0,290072;0,329679
[День 3734. 20:52];0,380393;0,290004;0,329603
[День 3734. 23:59];0,380380;0,290029;0,329591
[День 3735. 08:40];0,380343;0,290098;0,329559
[День 3735. 23:59];0,380278;0,290048;0,329674
[День 3736. 23:59];0,380177;0,289970;0,329853
[День 3737. 23:59];0,380075;0,289893;0,330032
[День 3738. 23:59];0,379973;0,289815;0,330212
[День 3739. 23:59];0,379872;0,289738;0,330391
[День 3740. 23:59];0,379770;0,289660;0,330570
[День 3741. 23:59];0,379669;0,289583;0,330749
[День 3742. 16:22];0,379599;0,289530;0,330871
[День 3742. 23:32];0,379569;0,289587;0,330844
[День 3742. 23:59];0,379572;0,289585;0,330843
[День 3743. 23:59];0,379738;0,289508;0,330754
[День 3744. 23:59];0,379904;0,289431;0,330666
[День 3745. 23:59];0,380069;0,289353;0,330578
[День 3746. 23:59];0,380235;0,289276;0,330489
[День 3747. 23:59];0,380400;0,289199;0,330401
[День 3748. 21:34];0,380548;0,289130;0,330322
[День 3748. 23:59];0,380538;0,289122;0,330340
[День 3749. 03:07];0,380525;0,289112;0,330363
[День 3749. 23:59];0,380437;0,289277;0,330287
[День 3750. 03:52];0,380420;0,289307;0,330272
[День 3750. 21:23];0,380541;0,289251;0,330208
[День 3750. 23:02];0,380534;0,289264;0,330202
[День 3750. 23:59];0,380530;0,289261;0,330209
[День 3751. 23:59];0,380428;0,289184;0,330388
[День 3752. 04:09];0,380411;0,289170;0,330419
[День 3752. 23:59];0,380547;0,289107;0,330346
[День 3753. 23:59];0,380712;0,289030;0,330258
[День 3754. 23:59];0,380877;0,288953;0,330170
[День 3755. 23:59];0,381042;0,288876;0,330082
[День 3756. 23:59];0,381207;0,288799;0,329994
[День 3757. 01:45];0,381219;0,288793;0,329988
[День 3757. 23:59];0,381125;0,288969;0,329906
[День 3758. 07:10];0,381095;0,289025;0,329880
[День 3758. 23:59];0,381023;0,288971;0,330005
[День 3759. 23:59];0,380922;0,288894;0,330183
[День 3760. 10:35];0,380877;0,288860;0,330262
[День 3760. 18:10];0,380845;0,288920;0,330234
[День 3760. 23:59];0,380821;0,288902;0,330278
[День 3761. 23:59];0,380720;0,288825;0,330456
[День 3762. 23:59];0,380618;0,288748;0,330634
[День 3763. 15:10];0,380555;0,288700;0,330746
[День 3763. 23:59];0,380517;0,288769;0,330714
[День 3764. 21:19];0,380428;0,288937;0,330636
[День 3764. 23:59];0,380416;0,288928;0,330655
[День 3765. 23:59];0,380315;0,288852;0,330833
[День 3766. 23:59];0,380214;0,288775;0,331011
[День 3767. 00:34];0,380212;0,288773;0,331015
[День 3767. 18:53];0,380135;0,288917;0,330948
[День 3767. 22:26];0,380120;0,288906;0,330974
[День 3767. 23:59];0,380113;0,288918;0,330969
[День 3768. 07:49];0,380080;0,288980;0,330940
[День 3768. 11:23];0,380105;0,288968;0,330927
[День 3768. 21:31];0,380062;0,289048;0,330890
[День 3768. 23:59];0,380052;0,289040;0,330908
[День 3769. 23:59];0,379951;0,288963;0,331086
[День 3770. 04:50];0,379931;0,288948;0,331121
[День 3770. 21:13];0,379862;0,289077;0,331061
[День 3770. 23:59];0,379850;0,289068;0,331082
[День 3771. 23:59];0,379750;0,288991;0,331259
[День 3772. 23:59];0,379649;0,288915;0,331436
[День 3773. 18:36];0,379571;0,288855;0,331574
[День 3773. 23:59];0,379548;0,288897;0,331554
[День 3774. 23:59];0,379448;0,289086;0,331466
[День 3775. 02:46];0,379436;0,289108;0,331456
[День 3775. 23:59];0,379347;0,289040;0,331613
[День 3776. 23:59];0,379247;0,288963;0,331790
[День 3777. 23:59];0,379147;0,288887;0,331966
[День 3778. 23:59];0,379046;0,288810;0,332143
[День 3779. 23:59];0,378946;0,288734;0,332320
[День 3780. 06:45];0,378918;0,288713;0,332370
[День 3780. 20:18];0,378861;0,288819;0,332320
[День 3780. 23:59];0,378887;0,288807;0,332307
[День 3781. 23:59];0,379051;0,288730;0,332219
[День 3782. 23:59];0,379215;0,288654;0,332131
[День 3783. 12:23];0,379300;0,288615;0,332086
[День 3783. 23:59];0,379251;0,288578;0,332171
[День 3784. 12:46];0,379198;0,288537;0,332265
[День 3784. 23:59];0,379275;0,288502;0,332224
[День 3785. 23:59];0,379439;0,288425;0,332136
[День 3786. 23:59];0,379602;0,288349;0,332048
[День 3787. 23:59];0,379766;0,288273;0,331961
[День 3788. 23:59];0,379930;0,288197;0,331873
[День 3789. 23:59];0,380094;0,288121;0,331785
[День 3790. 23:59];0,380257;0,288045;0,331698
[День 3791. 23:59];0,380420;0,287969;0,331610
[День 3792. 23:59];0,380584;0,287893;0,331523
[День 3793. 23:59];0,380747;0,287817;0,331436
[День 3794. 23:59];0,380910;0,287741;0,331348
[День 3795. 23:59];0,381073;0,287666;0,331261
[День 3796. 23:59];0,381236;0,287590;0,331174
[День 3797. 23:59];0,381399;0,287514;0,331087
[День 3798. 23:59];0,381562;0,287438;0,330999
[День 3799. 23:59];0,381725;0,287363;0,330912
[День 3800. 23:59];0,381888;0,287287;0,330825
[День 3801. 23:59];0,382050;0,287212;0,330738
[День 3802. 18:42];0,382177;0,287153;0,330670
[День 3802. 23:59];0,382155;0,287194;0,330651
[День 3803. 23:59];0,382054;0,287382;0,330564
[День 3804. 10:47];0,382009;0,287466;0,330525
[День 3804. 23:59];0,382098;0,287424;0,330477
[День 3805. 10:13];0,382168;0,287392;0,330440
[День 3805. 13:46];0,382153;0,287420;0,330428
[День 3805. 23:59];0,382110;0,287387;0,330503
[День 3806. 23:59];0,382010;0,287312;0,330678
[День 3807. 23:59];0,381909;0,287237;0,330854
[День 3808. 23:09];0,381813;0,287164;0,331024
[День 3808. 23:59];0,381809;0,287170;0,331021
[День 3809. 23:59];0,381709;0,287357;0,330934
[День 3810. 08:16];0,381674;0,287422;0,330904
[День 3810. 23:59];0,381781;0,287372;0,330847
[День 3811. 23:59];0,381943;0,287297;0,330760
[День 3812. 23:59];0,382105;0,287222;0,330673
[День 3813. 23:59];0,382267;0,287146;0,330587
[День 3814. 23:59];0,382429;0,287071;0,330500
[День 3815. 23:14];0,382586;0,286998;0,330416
[День 3815. 23:59];0,382582;0,287004;0,330413
[День 3816. 23:59];0,382482;0,287191;0,330327
[День 3817. 23:59];0,382382;0,287378;0,330240
[День 3818. 23:59];0,382282;0,287564;0,330154
[День 3819. 23:59];0,382182;0,287751;0,330067
[День 3820. 03:24];0,382168;0,287777;0,330055
[День 3820. 23:59];0,382082;0,287713;0,330206
[День 3821. 23:59];0,381982;0,287637;0,330381
[День 3822. 23:59];0,381882;0,287562;0,330556
[День 3823. 23:59];0,381782;0,287487;0,330731
[День 3824. 19:08];0,381702;0,287427;0,330871
[День 3824. 22:54];0,381687;0,287456;0,330857
[День 3824. 23:58];0,381682;0,287453;0,330865
[День 3824. 23:59];0,381682;0,287453;0,330865
[День 3825. 23:59];0,381582;0,287639;0,330778
[День 3826. 23:59];0,381483;0,287825;0,330692
[День 3827. 07:59];0,381450;0,287887;0,330663
[День 3827. 23:59];0,381383;0,287837;0,330780
[День 3828. 11:15];0,381336;0,287802;0,330862
[День 3828. 22:41];0,381289;0,287891;0,330821
[День 3828. 23:59];0,381283;0,287886;0,330830
[День 3829. 23:59];0,381184;0,287811;0,331005
[День 3830. 18:55];0,381105;0,287752;0,331142
[День 3830. 23:59];0,381140;0,287736;0,331124
[День 3831. 06:10];0,381181;0,287717;0,331102
[День 3831. 17:28];0,381134;0,287804;0,331061
[День 3831. 23:59];0,381107;0,287784;0,331109
[День 3832. 23:59];0,381008;0,287709;0,331283
[День 3833. 23:59];0,380909;0,287634;0,331458
[День 3834. 20:16];0,380825;0,287570;0,331605
[День 3834. 23:59];0,380850;0,287559;0,331591
[День 3835. 23:59];0,381011;0,287484;0,331505
[День 3836. 23:59];0,381172;0,287409;0,331419
[День 3837. 23:59];0,381334;0,287334;0,331332
[День 3838. 19:56];0,381468;0,287272;0,331261
[День 3838. 23:59];0,381451;0,287303;0,331246
[День 3839. 11:04];0,381405;0,287389;0,331206
[День 3839. 23:59];0,381492;0,287349;0,331160
[День 3840. 23:59];0,381653;0,287274;0,331073
[День 3841. 14:03];0,381747;0,287230;0,331023
[День 3841. 21:48];0,381715;0,287290;0,330995
[День 3841. 23:59];0,381730;0,287283;0,330987
[День 3842. 23:59];0,381891;0,287208;0,330901
[День 3843. 23:59];0,382052;0,287133;0,330815
[День 3844. 23:59];0,382212;0,287059;0,330729
[День 3845. 00:46];0,382217;0,287056;0,330726
[День 3845. 23:59];0,382121;0,286984;0,330895
[День 3846. 03:30];0,382107;0,286973;0,330920
[День 3846. 23:59];0,382022;0,287131;0,330847
[День 3847. 23:59];0,381923;0,287317;0,330761
[День 3848. 23:59];0,381823;0,287502;0,330675
[День 3849. 01:14];0,381818;0,287511;0,330670
[День 3849. 23:59];0,381971;0,287441;0,330589
[День 3850. 23:59];0,382131;0,287366;0,330503
[День 3851. 16:56];0,382244;0,287313;0,330442
[День 3851. 23:59];0,382215;0,287368;0,330417
[День 3852. 23:59];0,382116;0,287553;0,330331
[День 3853. 05:07];0,382095;0,287592;0,330313
[День 3853. 23:59];0,382017;0,287533;0,330450
[День 3854. 23:59];0,381918;0,287459;0,330623
[День 3855. 04:05];0,381901;0,287446;0,330653
[День 3855. 23:59];0,382034;0,287384;0,330582
[День 3856. 20:01];0,382167;0,287322;0,330510
[День 3856. 23:59];0,382151;0,287353;0,330496
[День 3857. 02:16];0,382142;0,287370;0,330488
[День 3857. 03:31];0,382150;0,287366;0,330484
[День 3857. 10:51];0,382120;0,287344;0,330537
[День 3857. 23:59];0,382066;0,287445;0,330490
[День 3858. 23:59];0,381967;0,287629;0,330404
[День 3859. 23:59];0,381868;0,287814;0,330318
[День 3860. 00:09];0,381867;0,287815;0,330318
[День 3860. 10:48];0,381823;0,287782;0,330395
[День 3860. 13:18];0,381813;0,287801;0,330386
[День 3860. 23:59];0,381769;0,287768;0,330463
[День 3861. 08:07];0,381735;0,287743;0,330522
[День 3861. 21:23];0,381681;0,287845;0,330475
[День 3861. 23:59];0,381698;0,287837;0,330465
[День 3862. 07:29];0,381748;0,287813;0,330439
[День 3862. 23:59];0,381680;0,287940;0,330380
[День 3863. 23:59];0,381581;0,288124;0,330294
[День 3864. 17:50];0,381508;0,288261;0,330231
[День 3864. 23:59];0,381549;0,288242;0,330209
[День 3865. 23:59];0,381709;0,288168;0,330123
[День 3866. 23:59];0,381869;0,288093;0,330038
[День 3867. 23:59];0,382029;0,288019;0,329953
[День 3868. 23:59];0,382188;0,287944;0,329867
[День 3869. 21:32];0,382332;0,287877;0,329791
[День 3869. 23:59];0,382321;0,287896;0,329782
[День 3870. 07:44];0,382290;0,287956;0,329755
[День 3870. 23:59];0,382398;0,287905;0,329697
[День 3871. 23:59];0,382557;0,287831;0,329612
[День 3872. 00:43];0,382562;0,287829;0,329609
[День 3872. 23:59];0,382466;0,288007;0,329527
[День 3873. 02:01];0,382458;0,288022;0,329520
[День 3873. 10:20];0,382424;0,287997;0,329580
[День 3873. 23:59];0,382368;0,288101;0,329531
[День 3874. 23:40];0,382270;0,288283;0,329447
[День 3874. 23:59];0,382272;0,288282;0,329446
[День 3875. 23:59];0,382432;0,288207;0,329361
[День 3876. 23:59];0,382591;0,288133;0,329276
[День 3877. 23:59];0,382750;0,288059;0,329191
[День 3878. 23:59];0,382909;0,287984;0,329106
[День 3879. 23:59];0,383068;0,287910;0,329022
[День 3880. 23:59];0,383227;0,287836;0,328937
[День 3881. 23:59];0,383386;0,287762;0,328852
[День 3882. 05:15];0,383421;0,287746;0,328833
[День 3882. 17:17];0,383372;0,287838;0,328791
[День 3882. 23:59];0,383344;0,287817;0,328839
[День 3883. 20:41];0,383259;0,287753;0,328988
[День 3883. 22:44];0,383250;0,287769;0,328981
[День 3883. 23:59];0,383259;0,287765;0,328977
[День 3884. 23:59];0,383417;0,287691;0,328892
[День 3885. 23:59];0,383576;0,287617;0,328807
[День 3886. 23:59];0,383735;0,287543;0,328723
[День 3887. 23:59];0,383893;0,287469;0,328638
[День 3888. 23:59];0,384052;0,287395;0,328554
[День 3889. 23:59];0,384210;0,287321;0,328469
[День 3890. 23:59];0,384368;0,287247;0,328385
[День 3891. 23:59];0,384526;0,287173;0,328300
[День 3892. 05:32];0,384563;0,287156;0,328281
[День 3892. 23:59];0,384487;0,287297;0,328216
[День 3893. 23:59];0,384388;0,287480;0,328132
[День 3894. 23:59];0,384290;0,287663;0,328047
[День 3895. 23:59];0,384191;0,287846;0,327963
[День 3896. 23:59];0,384092;0,288029;0,327879
[День 3897. 16:16];0,384025;0,288152;0,327822
[День 3897. 23:59];0,384076;0,288129;0,327795
[День 3898. 23:59];0,384234;0,288055;0,327711
[День 3899. 23:59];0,384392;0,287981;0,327627
[День 3900. 20:09];0,384525;0,287919;0,327556
[День 3900. 23:59];0,384509;0,287948;0,327543
[День 3901. 23:59];0,384410;0,288131;0,327459
[День 3902. 23:59];0,384312;0,288313;0,327375
[День 3903. 23:59];0,384214;0,288495;0,327291
[День 3904. 17:43];0,384141;0,288630;0,327229
[День 3904. 22:09];0,384170;0,288616;0,327214
[День 3904. 23:59];0,384162;0,288630;0,327207
[День 3905. 23:59];0,384064;0,288812;0,327124
[День 3906. 23:59];0,383966;0,288994;0,327040
[День 3907. 09:10];0,383928;0,289064;0,327008
[День 3907. 23:59];0,384025;0,289018;0,326956
[День 3908. 23:59];0,384183;0,288944;0,326873
[День 3909. 23:59];0,384341;0,288870;0,326789
[День 3910. 15:00];0,384439;0,288824;0,326737
[День 3910. 23:59];0,384402;0,288797;0,326801
[День 3911. 15:48];0,384337;0,288748;0,326915
[День 3911. 23:59];0,384304;0,288810;0,326886
[День 3912. 07:19];0,384274;0,288866;0,326861
[День 3912. 23:59];0,384206;0,288814;0,326980
[День 3913. 23:59];0,384107;0,288740;0,327152
[День 3914. 01:14];0,384102;0,288737;0,327161
[День 3914. 23:59];0,384009;0,288909;0,327082
[День 3915. 20:41];0,383925;0,289065;0,327010
[День 3915. 23:59];0,383911;0,289055;0,327033
[День 3916. 23:59];0,383813;0,288981;0,327205
[День 3917. 15:58];0,383748;0,288932;0,327320
[День 3917. 23:59];0,383801;0,288908;0,327292
[День 3918. 23:59];0,383958;0,288834;0,327208
[День 3919. 23:59];0,384115;0,288760;0,327125
[День 3920. 23:02];0,384266;0,288690;0,327045
[День 3920. 23:59];0,384262;0,288697;0,327041
[День 3921. 00:33];0,384260;0,288701;0,327039
[День 3921. 23:59];0,384164;0,288629;0,327207
[День 3922. 18:00];0,384090;0,288574;0,327336
[День 3922. 23:59];0,384066;0,288619;0,327315
[День 3923. 10:12];0,384024;0,288696;0,327279
[День 3923. 23:59];0,384115;0,288654;0,327232
[День 3924. 23:59];0,384271;0,288580;0,327148
[День 3925. 23:59];0,384428;0,288507;0,327065
[День 3926. 01:49];0,384440;0,288501;0,327058
[День 3926. 23:59];0,384350;0,288669;0,326982
[День 3927. 23:59];0,384252;0,288850;0,326898
[День 3928. 23:59];0,384154;0,289031;0,326815
[День 3929. 23:59];0,384056;0,289212;0,326732
[День 3930. 23:59];0,383959;0,289393;0,326649
[День 3931. 03:48];0,383943;0,289421;0,326636
[День 3931. 23:59];0,384075;0,289359;0,326566
[День 3932. 23:59];0,384232;0,289286;0,326483
[День 3933. 23:59];0,384388;0,289212;0,326400
[День 3934. 13:24];0,384476;0,289171;0,326353
[День 3934. 23:59];0,384432;0,289139;0,326429
[День 3935. 23:59];0,384335;0,289065;0,326600
[День 3936. 23:59];0,384237;0,288992;0,326771
[День 3937. 11:48];0,384189;0,288956;0,326855
[День 3937. 23:59];0,384269;0,288918;0,326813
[День 3938. 23:59];0,384425;0,288845;0,326730
[День 3939. 23:59];0,384581;0,288772;0,326647
[День 3940. 00:11];0,384582;0,288771;0,326646
[День 3940. 03:40];0,384568;0,288797;0,326634
[День 3940. 23:59];0,384486;0,288735;0,326779
[День 3941. 21:45];0,384397;0,288669;0,326934
[День 3941. 23:59];0,384388;0,288686;0,326926
[День 3942. 23:59];0,384291;0,288866;0,326843
[День 3943. 03:07];0,384278;0,288890;0,326833
[День 3943. 23:59];0,384414;0,288826;0,326760
[День 3944. 23:59];0,384570;0,288753;0,326678
[День 3945. 23:59];0,384726;0,288679;0,326595
[День 3946. 23:59];0,384882;0,288606;0,326512
[День 3947. 23:59];0,385037;0,288533;0,326429
[День 3948. 23:59];0,385193;0,288460;0,326347
[День 3949. 23:59];0,385349;0,288387;0,326264
[День 3950. 02:45];0,385367;0,288379;0,326255
[День 3950. 15:18];0,385316;0,288473;0,326211
[День 3950. 20:53];0,385293;0,288456;0,326251
[День 3950. 23:59];0,385280;0,288479;0,326240
[День 3951. 06:56];0,385252;0,288531;0,326217
[День 3951. 18:48];0,385204;0,288495;0,326301
[День 3951. 23:59];0,385183;0,288534;0,326283
[День 3952. 23:59];0,385085;0,288714;0,326200
[День 3953. 23:59];0,384988;0,288894;0,326118
[День 3954. 15:02];0,384927;0,289007;0,326066
[День 3954. 23:59];0,384985;0,288980;0,326035
[День 3955. 22:59];0,385134;0,288910;0,325956
[День 3955. 23:59];0,385130;0,288907;0,325964
[День 3956. 23:59];0,385033;0,288834;0,326134
[День 3957. 23:59];0,384935;0,288761;0,326304
[День 3958. 19:12];0,384857;0,288702;0,326440
[День 3958. 23:59];0,384838;0,288738;0,326424
[День 3959. 02:23];0,384828;0,288756;0,326416
[День 3959. 23:59];0,384741;0,288690;0,326569
